57,120,13
58,120,13
59,120,13
60,120,13
61,119,13
57,120,14
58,121,14
59,121,14
60,121,14
61,121,14
62,119,14
62,120,14
63,118,14
55,121,15
56,121,15
57,121,15
58,122,15
59,122,15
60,122,15
61,122,15
62,122,15
63,121,15
64,118,15
64,119,15
64,120,15
65,117,15
55,121,16
56,121,16
57,122,16
58,122,16
59,123,16
60,123,16
61,123,16
62,123,16
63,123,16
64,122,16
65,116,16
65,117,16
55,122,17
56,122,17
57,122,17
58,123,17
59,124,17
60,124,17
61,124,17
62,124,17
63,124,17
64,123,17
65,116,17
65,123,17
66,117,17
54,122,18
55,122,18
56,122,18
57,123,18
58,124,18
59,124,18
60,125,18
61,125,18
62,125,18
63,125,18
64,124,18
65,115,18
65,116,18
65,124,18
66,117,18
66,123,18
54,122,19
55,122,19
56,123,19
57,124,19
58,124,19
59,125,19
60,125,19
61,125,19
62,125,19
63,125,19
64,124,19
65,115,19
65,124,19
66,116,19
66,123,19
54,122,20
55,122,20
56,123,20
57,124,20
58,125,20
59,125,20
60,126,20
61,126,20
62,125,20
63,125,20
64,114,20
64,115,20
64,125,20
65,116,20
65,124,20
66,117,20
66,123,20
54,122,21
55,122,21
56,123,21
57,124,21
58,125,21
59,126,21
60,126,21
61,126,21
62,126,21
63,114,21
63,126,21
64,115,21
64,125,21
65,116,21
65,124,21
66,117,21
66,123,21
53,121,22
54,122,22
55,122,22
56,123,22
57,124,22
58,125,22
59,126,22
60,126,22
61,126,22
62,126,22
63,114,22
63,115,22
63,126,22
64,116,22
64,125,22
65,117,22
65,124,22
66,117,22
66,123,22
67,117,22
53,121,23
54,122,23
55,122,23
56,123,23
57,124,23
58,125,23
59,126,23
60,113,23
60,127,23
61,113,23
61,127,23
62,114,23
62,127,23
63,115,23
63,127,23
64,116,23
64,126,23
65,117,23
65,125,23
66,117,23
66,124,23
67,117,23
53,120,24
54,121,24
55,122,24
56,123,24
57,124,24
58,113,24
58,125,24
59,113,24
59,126,24
60,113,24
60,127,24
61,114,24
61,127,24
62,115,24
62,127,24
63,115,24
63,127,24
64,116,24
64,126,24
65,117,24
65,125,24
66,118,24
66,123,24
66,124,24
67,118,24
67,122,24
53,119,25
54,120,25
55,121,25
56,113,25
56,122,25
57,114,25
57,123,25
58,114,25
58,124,25
58,125,25
58,126,25
59,114,25
59,127,25
60,114,25
60,127,25
61,114,25
61,127,25
62,115,25
62,127,25
63,116,25
63,127,25
64,116,25
64,127,25
65,117,25
65,126,25
66,118,25
66,123,25
66,124,25
66,125,25
67,119,25
67,120,25
67,121,25
67,122,25
53,118,26
54,119,26
55,113,26
55,114,26
55,120,26
56,115,26
56,121,26
56,122,26
57,115,26
57,123,26
57,124,26
58,115,26
58,125,26
59,115,26
59,126,26
59,127,26
60,115,26
60,128,26
61,115,26
61,128,26
62,116,26
62,128,26
63,116,26
63,127,26
64,117,26
64,127,26
65,118,26
65,126,26
66,119,26
66,123,26
66,124,26
66,125,26
67,120,26
67,121,26
67,122,26
53,117,27
54,113,27
54,114,27
54,115,27
54,116,27
56,118,27
56,119,27
56,120,27
56,121,27
56,122,27
57,116,27
57,117,27
57,123,27
57,124,27
58,115,27
58,125,27
58,126,27
59,115,27
59,127,27
60,115,27
60,128,27
61,116,27
61,128,27
62,116,27
62,128,27
63,117,27
63,127,27
64,117,27
64,127,27
65,118,27
65,127,27
66,119,27
66,124,27
66,125,27
66,126,27
67,120,27
67,121,27
67,122,27
67,123,27
56,120,28
56,121,28
57,119,28
57,122,28
57,123,28
57,124,28
58,116,28
58,117,28
58,118,28
58,125,28
58,126,28
59,116,28
59,127,28
60,116,28
60,128,28
61,116,28
61,128,28
62,117,28
62,128,28
63,117,28
63,128,28
64,117,28
64,128,28
65,118,28
65,127,28
66,119,28
66,125,28
66,126,28
67,120,28
67,121,28
67,122,28
67,123,28
67,124,28
57,120,29
57,121,29
57,122,29
57,123,29
57,124,29
58,119,29
58,125,29
58,126,29
59,118,29
59,127,29
60,117,29
60,128,29
61,117,29
61,128,29
62,117,29
62,128,29
63,117,29
63,128,29
64,118,29
64,128,29
65,118,29
65,127,29
66,119,29
66,120,29
66,125,29
66,126,29
67,121,29
67,122,29
67,123,29
67,124,29
57,120,30
57,121,30
57,122,30
57,123,30
57,124,30
58,119,30
58,125,30
58,126,30
58,127,30
59,118,30
59,128,30
60,117,30
60,128,30
