50,115,12
51,114,12
51,116,12
52,113,12
52,117,12
53,113,12
53,117,12
54,113,12
45,112,13
45,113,13
46,111,13
46,114,13
47,112,13
47,115,13
48,112,13
48,115,13
49,112,13
49,116,13
50,112,13
50,117,13
51,112,13
51,118,13
52,112,13
52,118,13
53,112,13
53,118,13
54,112,13
44,112,14
44,113,14
44,114,14
45,111,14
45,115,14
46,111,14
46,115,14
47,111,14
47,116,14
48,111,14
48,117,14
49,111,14
49,118,14
50,111,14
50,119,14
51,112,14
51,119,14
52,112,14
52,119,14
53,111,14
54,111,14
39,111,15
39,112,15
40,111,15
40,113,15
41,111,15
41,114,15
42,110,15
42,115,15
43,110,15
43,116,15
44,111,15
44,117,15
45,111,15
45,117,15
46,110,15
46,117,15
47,110,15
47,118,15
48,110,15
48,118,15
49,111,15
49,119,15
50,111,15
50,119,15
51,111,15
51,120,15
52,111,15
52,120,15
53,111,15
54,111,15
37,110,16
37,111,16
37,112,16
38,109,16
38,113,16
39,109,16
39,114,16
40,109,16
40,115,16
41,109,16
41,116,16
42,109,16
42,117,16
43,109,16
43,117,16
44,110,16
44,117,16
45,110,16
45,118,16
46,110,16
46,118,16
47,110,16
47,119,16
48,110,16
48,120,16
49,110,16
49,120,16
50,110,16
50,120,16
51,110,16
51,120,16
52,110,16
52,120,16
53,110,16
54,110,16
35,108,17
35,109,17
36,107,17
36,110,17
36,111,17
36,112,17
36,113,17
37,108,17
37,114,17
38,108,17
38,115,17
39,108,17
39,116,17
40,108,17
40,116,17
41,108,17
41,117,17
42,109,17
42,118,17
43,109,17
43,118,17
44,109,17
44,118,17
45,109,17
45,119,17
46,109,17
46,119,17
47,109,17
47,119,17
48,109,17
48,120,17
49,109,17
49,120,17
50,109,17
50,120,17
51,110,17
51,120,17
52,110,17
52,121,17
53,110,17
54,110,17
34,108,18
34,109,18
34,110,18
34,111,18
35,107,18
35,112,18
35,113,18
36,107,18
36,114,18
36,115,18
37,107,18
37,116,18
38,107,18
38,116,18
39,107,18
39,117,18
40,107,18
40,117,18
41,108,18
41,117,18
42,108,18
42,118,18
43,108,18
43,118,18
44,108,18
44,119,18
45,108,18
45,119,18
46,109,18
46,119,18
47,109,18
47,119,18
48,109,18
48,120,18
49,109,18
49,120,18
50,109,18
50,120,18
51,109,18
51,121,18
52,109,18
52,121,18
53,110,18
54,110,18
33,109,19
33,110,19
33,111,19
33,112,19
34,107,19
34,108,19
34,113,19
34,114,19
35,106,19
35,115,19
36,106,19
36,116,19
37,107,19
37,117,19
38,107,19
38,117,19
39,107,19
39,118,19
40,107,19
40,118,19
41,107,19
41,118,19
42,107,19
42,118,19
43,108,19
43,119,19
44,108,19
44,119,19
45,108,19
45,119,19
46,108,19
46,119,19
47,108,19
47,119,19
48,109,19
48,120,19
49,109,19
49,120,19
50,109,19
50,120,19
51,109,19
51,121,19
52,109,19
52,121,19
53,110,19
54,110,19
32,110,20
32,111,20
32,112,20
33,108,20
33,109,20
33,113,20
33,114,20
34,107,20
34,115,20
35,106,20
35,116,20
36,106,20
36,117,20
37,106,20
37,117,20
38,106,20
38,117,20
39,106,20
39,118,20
40,106,20
40,118,20
41,107,20
41,118,20
42,107,20
42,118,20
43,107,20
43,119,20
44,107,20
44,119,20
45,108,20
45,119,20
46,108,20
46,119,20
47,108,20
47,120,20
48,108,20
48,120,20
49,109,20
49,120,20
50,109,20
50,120,20
51,109,20
51,121,20
52,109,20
53,110,20
54,110,20
32,108,21
32,109,21
32,112,21
32,113,21
32,114,21
33,115,21
34,106,21
34,116,21
35,105,21
35,117,21
36,105,21
36,117,21
37,106,21
37,117,21
38,106,21
38,118,21
39,106,21
39,118,21
40,106,21
40,118,21
41,106,21
41,119,21
42,107,21
42,119,21
43,107,21
43,119,21
44,107,21
44,119,21
45,108,21
45,119,21
46,108,21
46,120,21
47,108,21
47,120,21
48,108,21
48,120,21
49,109,21
49,120,21
50,109,21
50,120,21
51,109,21
51,121,21
52,109,21
53,110,21
54,110,21
32,115,22
33,116,22
34,105,22
34,117,22
35,105,22
35,117,22
36,105,22
36,117,22
37,105,22
37,118,22
38,106,22
38,118,22
39,106,22
39,119,22
40,106,22
40,119,22
41,106,22
41,119,22
42,106,22
42,119,22
43,107,22
43,119,22
44,107,22
44,119,22
45,108,22
45,120,22
46,108,22
46,120,22
47,108,22
47,120,22
48,108,22
48,120,22
49,109,22
49,120,22
50,109,22
50,120,22
51,109,22
51,120,22
52,110,22
53,110,22
54,111,22
32,116,23
33,116,23
34,104,23
34,117,23
35,104,23
35,118,23
36,104,23
36,118,23
37,118,23
38,105,23
38,118,23
39,106,23
39,119,23
40,106,23
40,119,23
41,106,23
41,119,23
42,106,23
42,119,23
43,107,23
43,119,23
44,107,23
44,119,23
45,108,23
45,120,23
46,108,23
46,120,23
47,108,23
47,120,23
48,109,23
48,120,23
49,109,23
49,120,23
50,109,23
50,120,23
51,109,23
51,120,23
52,110,23
53,110,23
54,111,23
32,116,24
33,117,24
34,104,24
34,117,24
35,104,24
35,118,24
36,118,24
37,118,24
38,105,24
38,118,24
39,106,24
39,119,24
40,106,24
40,119,24
41,106,24
41,119,24
42,107,24
42,119,24
43,107,24
43,119,24
44,107,24
44,119,24
45,108,24
45,119,24
46,108,24
46,119,24
47,109,24
47,119,24
48,109,24
48,119,24
49,109,24
49,119,24
50,109,24
50,120,24
51,109,24
51,120,24
52,110,24
53,110,24
54,111,24
32,116,25
33,117,25
34,117,25
35,118,25
36,118,25
37,118,25
38,105,25
38,118,25
39,105,25
39,118,25
40,106,25
40,118,25
41,106,25
41,118,25
42,107,25
42,119,25
43,108,25
43,119,25
44,108,25
44,119,25
45,108,25
45,119,25
46,109,25
46,119,25
47,109,25
47,119,25
48,109,25
48,119,25
49,109,25
49,119,25
50,109,25
50,119,25
51,109,25
51,119,25
52,110,25
53,111,25
54,111,25
32,117,26
33,117,26
34,117,26
35,118,26
36,118,26
37,118,26
38,105,26
38,118,26
39,106,26
39,118,26
40,106,26
40,118,26
41,106,26
41,118,26
42,107,26
42,118,26
43,108,26
43,119,26
44,108,26
44,119,26
45,109,26
45,119,26
46,109,26
46,119,26
47,109,26
47,118,26
48,109,26
48,118,26
49,109,26
49,118,26
50,109,26
50,118,26
51,110,26
51,118,26
52,110,26
52,118,26
53,111,26
54,112,26
32,116,27
33,117,27
34,117,27
35,118,27
36,118,27
37,118,27
38,105,27
38,118,27
39,106,27
39,118,27
40,106,27
40,118,27
41,107,27
41,118,27
42,108,27
42,118,27
43,109,27
43,118,27
44,109,27
44,118,27
45,109,27
45,118,27
46,110,27
46,118,27
47,110,27
47,118,27
48,109,27
48,118,27
49,109,27
49,118,27
50,109,27
50,117,27
51,110,27
51,117,27
52,111,27
52,117,27
53,112,27
53,117,27
32,117,28
33,117,28
34,117,28
35,117,28
36,117,28
37,118,28
38,105,28
38,118,28
39,106,28
39,118,28
40,107,28
40,118,28
41,107,28
41,118,28
42,108,28
42,118,28
43,109,28
43,118,28
44,109,28
44,118,28
45,110,28
45,117,28
46,110,28
46,117,28
47,110,28
47,117,28
48,110,28
48,117,28
49,109,28
49,117,28
50,109,28
50,110,28
50,111,28
50,117,28
51,112,28
51,113,28
51,114,28
51,115,28
51,116,28
32,116,29
33,117,29
34,117,29
35,117,29
36,117,29
37,117,29
38,105,29
38,117,29
39,106,29
39,117,29
40,107,29
40,117,29
41,108,29
41,117,29
42,109,29
42,117,29
43,110,29
43,117,29
44,110,29
44,117,29
45,111,29
45,117,29
46,111,29
46,116,29
47,111,29
47,115,29
48,112,29
48,113,29
48,114,29
32,116,30
33,116,30
34,117,30
35,117,30
36,117,30
37,117,30
38,105,30
38,117,30
39,106,30
39,117,30
40,107,30
40,108,30
40,117,30
41,109,30
41,116,30
42,110,30
42,116,30
43,111,30
43,116,30
44,112,30
44,115,30
45,112,30
45,115,30
46,113,30
46,114,30
32,116,31
33,116,31
34,116,31
35,116,31
36,116,31
37,117,31
38,117,31
39,105,31
39,106,31
39,107,31
39,108,31
39,117,31
40,109,31
40,116,31
41,110,31
41,115,31
42,111,31
42,112,31
42,113,31
42,114,31
32,115,32
33,115,32
34,115,32
35,116,32
36,116,32
37,116,32
38,116,32
39,105,32
39,106,32
39,107,32
39,108,32
39,109,32
39,110,32
39,116,32
40,111,32
40,115,32
41,112,32
41,113,32
41,114,32
32,114,33
33,114,33
34,115,33
35,115,33
36,115,33
37,115,33
38,109,33
38,110,33
38,111,33
38,115,33
39,105,33
39,106,33
39,107,33
39,108,33
39,112,33
39,113,33
39,114,33
32,114,34
33,114,34
34,114,34
35,114,34
36,113,34
37,111,34
37,112,34
38,108,34
38,109,34
38,110,34
39,105,34
39,106,34
39,107,34
32,114,35
33,114,35
34,114,35
35,113,35
36,112,35
37,110,35
37,111,35
38,107,35
38,108,35
38,109,35
